,complaint_date,offense,borough,category,victim_age_group,victim_sex
42340,2023-01-01,FELONY ASSAULT,QUEENS,FELONY,18-24,M
42341,2023-01-22,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42342,2023-01-29,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,F
42343,2023-01-19,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,M
42344,2023-01-05,ROBBERY,QUEENS,FELONY,18-24,F
42345,2023-01-18,GRAND LARCENY,QUEENS,FELONY,25-44,M
42346,2023-01-24,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,M
42347,2023-01-19,BURGLARY,QUEENS,FELONY,25-44,F
42348,2023-01-16,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,45-64,M
42349,2023-01-31,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42350,2023-01-29,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42351,2023-01-16,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42352,2023-01-07,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42353,2023-01-26,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,UNKNOWN,E
42354,2023-01-31,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42355,2023-01-04,ROBBERY,QUEENS,FELONY,45-64,F
42356,2023-01-07,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42357,2023-01-16,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42358,2023-01-04,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42359,2023-01-27,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,D
42360,2023-01-03,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,M
42361,2023-01-13,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42362,2023-01-09,GRAND LARCENY,QUEENS,FELONY,25-44,F
42363,2023-01-16,SEX CRIMES,QUEENS,MISDEMEANOR,45-64,F
42364,2023-01-30,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42365,2023-01-04,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42366,2023-01-16,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42367,2023-01-12,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,UNKNOWN,E
42368,2023-01-10,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,UNKNOWN,E
42369,2023-01-28,GRAND LARCENY,QUEENS,FELONY,18-24,M
42370,2023-01-05,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42371,2023-01-22,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42372,2023-01-21,FELONY ASSAULT,QUEENS,FELONY,18-24,F
42373,2023-01-04,FORGERY,QUEENS,FELONY,UNKNOWN,E
42374,2023-01-24,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,45-64,F
42375,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42376,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,MANHATTAN,MISDEMEANOR,UNKNOWN,D
42377,2023-01-13,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,18-24,F
42378,2023-01-23,GRAND LARCENY,QUEENS,FELONY,25-44,M
42379,2023-01-12,BURGLARY,QUEENS,FELONY,65+,M
42380,2023-01-26,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,25-44,M
42381,2023-01-11,FELONY ASSAULT,QUEENS,FELONY,<18,F
42382,2023-01-18,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42383,2023-01-13,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42384,2023-01-29,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42385,2023-01-20,ROBBERY,QUEENS,FELONY,<18,M
42386,2023-01-01,SEX CRIMES,QUEENS,MISDEMEANOR,<18,M
42387,2023-01-05,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42388,2023-01-05,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42389,2023-01-13,ROBBERY,QUEENS,FELONY,UNKNOWN,D
42390,2023-01-23,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42391,2023-01-29,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,M
42392,2023-01-13,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42393,2023-01-31,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42394,2023-01-06,GRAND LARCENY,QUEENS,FELONY,45-64,M
42395,2023-01-15,ROBBERY,QUEENS,FELONY,25-44,M
42396,2023-01-26,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42397,2023-01-19,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42398,2023-01-15,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42399,2023-01-25,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,L
42400,2023-01-14,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,18-24,M
42401,2023-01-30,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42402,2023-01-16,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,UNKNOWN,E
42403,2023-01-07,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42404,2023-01-11,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42405,2023-01-08,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,F
42406,2023-01-14,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,F
42407,2023-01-04,GRAND LARCENY,QUEENS,FELONY,45-64,M
42408,2023-01-14,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42409,2023-01-05,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42410,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42411,2023-01-31,SEX CRIMES,QUEENS,MISDEMEANOR,<18,M
42412,2023-01-11,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42413,2023-01-22,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,UNKNOWN,D
42414,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,F
42415,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,<18,F
42416,2023-01-16,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,45-64,M
42417,2023-01-10,ROBBERY,QUEENS,FELONY,UNKNOWN,D
42418,2023-01-09,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42419,2023-01-28,FRAUDS,QUEENS,MISDEMEANOR,45-64,F
42420,2023-01-31,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42421,2023-01-15,SEX CRIMES,QUEENS,MISDEMEANOR,UNKNOWN,F
42422,2023-01-12,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,45-64,F
42423,2023-01-10,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,UNKNOWN,E
42424,2023-01-22,MISCELLANEOUS PENAL LAW,QUEENS,VIOLATION,UNKNOWN,F
42425,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42426,2023-01-06,GRAND LARCENY,QUEENS,FELONY,25-44,F
42427,2023-01-03,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,M
42428,2023-01-15,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42429,2023-01-09,ADMINISTRATIVE CODE,QUEENS,MISDEMEANOR,25-44,F
42430,2023-01-29,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42431,2023-01-13,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,M
42432,2023-01-09,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,65+,F
42433,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,F
42434,2023-01-28,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42435,2023-01-10,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42436,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42437,2023-01-09,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,45-64,M
42438,2023-01-08,FELONY ASSAULT,QUEENS,FELONY,45-64,M
42439,2023-01-18,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42440,2023-01-14,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42441,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,65+,M
42442,2023-01-06,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,45-64,F
42443,2023-01-07,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,25-44,M
42444,2023-01-02,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42445,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42446,2023-01-29,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,45-64,M
42447,2023-01-05,GRAND LARCENY,QUEENS,FELONY,45-64,M
42448,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42449,2023-01-20,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,25-44,M
42450,2023-01-28,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42451,2023-01-16,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42452,2023-01-23,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,18-24,F
42453,2023-01-04,FRAUDS,QUEENS,MISDEMEANOR,45-64,F
42454,2023-01-12,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42455,2023-01-03,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42456,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,45-64,M
42457,2023-01-08,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,M
42458,2023-01-26,GRAND LARCENY,QUEENS,FELONY,65+,F
42459,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,45-64,F
42460,2023-01-20,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42461,2023-01-26,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42462,2023-01-23,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42463,2023-01-28,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42464,2023-01-03,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42465,2023-01-31,FORGERY,QUEENS,FELONY,UNKNOWN,E
42466,2023-01-16,BURGLARY,QUEENS,FELONY,25-44,M
42467,2023-01-18,BURGLARY,QUEENS,FELONY,65+,F
42468,2023-01-05,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,18-24,F
42469,2023-01-07,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,M
42470,2023-01-28,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,D
42471,2023-01-10,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42472,2023-01-11,DANGEROUS DRUGS,QUEENS,MISDEMEANOR,UNKNOWN,E
42473,2023-01-27,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42474,2023-01-02,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42475,2023-01-30,ROBBERY,QUEENS,FELONY,45-64,M
42476,2023-01-19,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42477,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42478,2023-01-26,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42479,2023-01-28,RAPE,QUEENS,FELONY,25-44,F
42480,2023-01-24,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42481,2023-01-30,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42482,2023-01-25,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42483,2023-01-06,ROBBERY,QUEENS,FELONY,<18,M
42484,2023-01-17,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,D
42485,2023-01-11,OFFENSES INVOLVING FRAUD,QUEENS,MISDEMEANOR,UNKNOWN,E
42486,2023-01-27,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42487,2023-01-04,HARRASSMENT 2,QUEENS,VIOLATION,65+,F
42488,2023-01-01,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42489,2023-01-21,FRAUDS,QUEENS,MISDEMEANOR,25-44,F
42490,2023-01-27,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42491,2023-01-07,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,M
42492,2023-01-09,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,UNKNOWN,L
42493,2023-01-10,GRAND LARCENY,QUEENS,FELONY,25-44,M
42494,2023-01-06,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,45-64,M
42495,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42496,2023-01-11,OFFENSES AGAINST PUBLIC ADMINI,QUEENS,MISDEMEANOR,25-44,F
42497,2023-01-02,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42498,2023-01-18,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42499,2023-01-30,NYS LAWS-UNCLASSIFIED FELONY,QUEENS,FELONY,UNKNOWN,E
42500,2023-01-30,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42501,2023-01-25,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42502,2023-01-06,FRAUDS,QUEENS,MISDEMEANOR,25-44,M
42503,2023-01-24,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42504,2023-01-03,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42505,2023-01-06,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,18-24,F
42506,2023-01-15,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42507,2023-01-09,HARRASSMENT 2,QUEENS,VIOLATION,45-64,M
42508,2023-01-13,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,E
42509,2023-01-11,THEFT-FRAUD,QUEENS,FELONY,45-64,F
42510,2023-01-11,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42511,2023-01-20,BURGLARY,QUEENS,FELONY,45-64,M
42512,2023-01-12,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,F
42513,2023-01-15,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42514,2023-01-25,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42515,2023-01-11,POSSESSION OF STOLEN PROPERTY,QUEENS,MISDEMEANOR,UNKNOWN,E
42516,2023-01-05,SEX CRIMES,QUEENS,MISDEMEANOR,<18,F
42517,2023-01-23,GRAND LARCENY,BRONX,FELONY,65+,M
42518,2023-01-10,DANGEROUS WEAPONS,QUEENS,FELONY,UNKNOWN,E
42519,2023-01-13,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,F
42520,2023-01-13,THEFT-FRAUD,QUEENS,FELONY,25-44,M
42521,2023-01-28,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,F
42522,2023-01-06,GRAND LARCENY,QUEENS,FELONY,25-44,F
42523,2023-01-24,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42524,2023-01-25,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,45-64,F
42525,2023-01-15,ROBBERY,QUEENS,FELONY,25-44,F
42526,2023-01-03,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42527,2023-01-05,HARRASSMENT 2,QUEENS,VIOLATION,18-24,M
42528,2023-01-18,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42529,2023-01-11,OFFENSES INVOLVING FRAUD,QUEENS,MISDEMEANOR,UNKNOWN,M
42530,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42531,2023-01-06,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42532,2023-01-25,GRAND LARCENY,QUEENS,FELONY,45-64,M
42533,2023-01-28,GRAND LARCENY,QUEENS,FELONY,25-44,M
42534,2023-01-12,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42535,2023-01-19,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42536,2023-01-31,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42537,2023-01-22,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,18-24,F
42538,2023-01-26,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42539,2023-01-05,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42540,2023-01-02,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,M
42541,2023-01-29,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,F
42542,2023-01-27,SEX CRIMES,QUEENS,MISDEMEANOR,18-24,F
42543,2023-01-19,GRAND LARCENY,QUEENS,FELONY,65+,M
42544,2023-01-03,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,M
42545,2023-01-06,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42546,2023-01-01,HARRASSMENT 2,QUEENS,VIOLATION,<18,M
42547,2023-01-19,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42548,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42549,2023-01-21,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42550,2023-01-07,HARRASSMENT 2,QUEENS,VIOLATION,18-24,M
42551,2023-01-02,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42552,2023-01-09,BURGLARY,QUEENS,FELONY,65+,F
42553,2023-01-19,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42554,2023-01-01,GRAND LARCENY,QUEENS,FELONY,25-44,M
42555,2023-01-01,GRAND LARCENY,QUEENS,FELONY,25-44,F
42556,2023-01-05,MISCELLANEOUS PENAL LAW,QUEENS,VIOLATION,25-44,F
42557,2023-01-02,FORGERY,QUEENS,FELONY,65+,F
42558,2023-01-19,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42559,2023-01-30,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42560,2023-01-14,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,F
42561,2023-01-02,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42562,2023-01-27,HARRASSMENT 2,QUEENS,VIOLATION,18-24,F
42563,2023-01-03,HARRASSMENT 2,QUEENS,VIOLATION,45-64,F
42564,2023-01-01,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42565,2023-01-19,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,25-44,F
42566,2023-01-11,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,E
42567,2023-01-25,GRAND LARCENY OF MOTOR VEHICLE,QUEENS,FELONY,45-64,M
42568,2023-01-26,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42569,2023-01-01,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42570,2023-01-09,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,M
42571,2023-01-12,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42572,2023-01-05,CRIMINAL TRESPASS,QUEENS,MISDEMEANOR,25-44,M
42573,2023-01-09,GRAND LARCENY,QUEENS,FELONY,UNKNOWN,D
42574,2023-01-17,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42575,2023-01-31,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42576,2023-01-17,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,UNKNOWN,D
42577,2023-01-03,GRAND LARCENY,QUEENS,FELONY,25-44,M
42578,2023-01-01,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42579,2023-01-16,PETIT LARCENY,QUEENS,MISDEMEANOR,65+,M
42580,2023-01-30,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42581,2023-01-09,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,45-64,F
42582,2023-01-25,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,18-24,M
42583,2023-01-03,DANGEROUS WEAPONS,QUEENS,FELONY,UNKNOWN,E
42584,2023-01-20,DANGEROUS WEAPONS,QUEENS,MISDEMEANOR,UNKNOWN,E
42585,2023-01-10,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,M
42586,2023-01-21,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42587,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42588,2023-01-14,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42589,2023-01-21,HARRASSMENT 2,QUEENS,VIOLATION,<18,F
42590,2023-01-25,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,45-64,M
42591,2023-01-13,FORGERY,QUEENS,FELONY,UNKNOWN,E
42592,2023-01-31,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42593,2023-01-12,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42594,2023-01-03,DANGEROUS WEAPONS,QUEENS,FELONY,UNKNOWN,E
42595,2023-01-25,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42596,2023-01-27,THEFT-FRAUD,QUEENS,FELONY,65+,F
42597,2023-01-07,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42598,2023-01-26,GRAND LARCENY,QUEENS,FELONY,45-64,F
42599,2023-01-26,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,M
42600,2023-01-21,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42601,2023-01-28,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,M
42602,2023-01-10,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,25-44,M
42603,2023-01-13,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42604,2023-01-29,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42605,2023-01-22,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42606,2023-01-31,FELONY ASSAULT,QUEENS,FELONY,18-24,F
42607,2023-01-03,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42608,2023-01-26,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,65+,M
42609,2023-01-17,PETIT LARCENY,QUEENS,MISDEMEANOR,25-44,F
42610,2023-01-17,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42611,2023-01-01,INTOXICATED & IMPAIRED DRIVING,QUEENS,MISDEMEANOR,UNKNOWN,E
42612,2023-01-24,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,18-24,F
42613,2023-01-06,NYS LAWS-UNCLASSIFIED FELONY,QUEENS,FELONY,UNKNOWN,E
42614,2023-01-05,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42615,2023-01-27,CRIMINAL MISCHIEF & RELATED OF,QUEENS,FELONY,65+,M
42616,2023-01-28,FELONY ASSAULT,QUEENS,FELONY,25-44,F
42617,2023-01-18,FELONY ASSAULT,QUEENS,FELONY,<18,F
42618,2023-01-16,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,<18,M
42619,2023-01-20,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42620,2023-01-13,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,UNKNOWN,M
42621,2023-01-11,GRAND LARCENY,QUEENS,FELONY,65+,F
42622,2023-01-12,SEX CRIMES,QUEENS,MISDEMEANOR,UNKNOWN,F
42623,2023-01-24,HARRASSMENT 2,QUEENS,VIOLATION,25-44,F
42624,2023-01-21,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,65+,F
42625,2023-01-21,DANGEROUS DRUGS,QUEENS,MISDEMEANOR,UNKNOWN,E
42626,2023-01-03,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42627,2023-01-31,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42628,2023-01-30,PETIT LARCENY,QUEENS,MISDEMEANOR,UNKNOWN,D
42629,2023-01-08,HARRASSMENT 2,QUEENS,VIOLATION,25-44,M
42630,2023-01-31,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,18-24,M
42631,2023-01-10,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,45-64,F
42632,2023-01-08,MISCELLANEOUS PENAL LAW,QUEENS,FELONY,25-44,F
42633,2023-01-06,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42634,2023-01-20,ASSAULT 3 & RELATED OFFENSES,QUEENS,MISDEMEANOR,UNKNOWN,M
42635,2023-01-26,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42636,2023-01-08,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,F
42637,2023-01-22,FELONY ASSAULT,QUEENS,FELONY,18-24,F
42638,2023-01-29,POSSESSION OF STOLEN PROPERTY,QUEENS,FELONY,25-44,F
42639,2023-01-23,OFF. AGNST PUB ORD SENSBLTY &,QUEENS,MISDEMEANOR,25-44,F
42640,2023-01-07,INTOXICATED & IMPAIRED DRIVING,QUEENS,MISDEMEANOR,UNKNOWN,E
42641,2023-01-03,VEHICLE AND TRAFFIC LAWS,QUEENS,MISDEMEANOR,UNKNOWN,E
42642,2023-01-29,PETIT LARCENY,QUEENS,MISDEMEANOR,45-64,M
42643,2023-01-07,CRIMINAL MISCHIEF & RELATED OF,QUEENS,MISDEMEANOR,25-44,M
42644,2023-01-03,FORGERY,QUEENS,FELONY,UNKNOWN,E
42645,2023-01-09,DANGEROUS DRUGS,QUEENS,FELONY,UNKNOWN,E
42646,2023-01-11,BURGLARY,QUEENS,FELONY,25-44,F
